id_anssi,titre,description,date_publication,lien,type_bulletin,liste_cves
CERTFR-2026-AVI-0753,Multiples vulnérabilités dans Microsoft Azure (15 juin 2026),De multiples vulnérabilités ont été découvertes dans Microsoft Azure. Elles permettent à un attaquant de provoquer un problème de sécurité non spécifié par l'éditeur.,"Mon, 15 Jun 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/avis/CERTFR-2026-AVI-0753/,Avis,"['CVE-2026-47167', 'CVE-2026-40034', 'CVE-2026-46433', 'CVE-2026-7774', 'CVE-2026-49762', 'CVE-2026-52860', 'CVE-2026-52858', 'CVE-2026-10846', 'CVE-2026-47162', 'CVE-2026-11822', 'CVE-2026-11824', 'CVE-2026-52859']"
CERTFR-2023-ALE-007,[MàJ] Vulnérabilité dans Zimbra Collaboration Suite (17 juillet 2023),"\[Mise à jour du 26 juillet 2023\] Publication du correctif de sécurité par l'éditeur Le 26 juillet 2023, l'éditeur a publié un correctif de sécurité \[1\] pour cette vulnérabilité immatriculée CVE-2023-37580. Il est donc fortement recommandé de déployer le correctif P41 pour toutes les versions...","Mon, 17 Jul 2023 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-007/,Alerte,['CVE-2023-37580']
CERTFR-2023-ALE-008,[MàJ] Vulnérabilité dans Citrix NetScaler ADC et NetScaler Gateway (19 juillet 2023),"Le 18 juillet 2023, Citrix a publié un avis de sécurité concernant plusieurs vulnérabilités. La plus critique, dont l'identifiant CVE est CVE-2023-3519, permet à un attaquant non authentifié d'exécuter du code arbitraire à distance. L'équipement est vulnérable s'il est configuré en tant que...","Wed, 19 Jul 2023 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-008/,Alerte,['CVE-2023-3519']
CERTFR-2023-ALE-010,Multiples vulnérabilités dans Exim (02 octobre 2023),"Le 27 septembre 2023, Zero Day Initiative (ZDI) a publié six avis de sécurité \[1\] concernant des vulnérabilités de type zéro-jour affectant les versions antérieures à 4.96.1 ou 4.97 de l'agent de transfert de courriels (*Mail Transfer Agent* ou *MTA*) Exim. Le 1er octobre 2023, l'éditeur a...","Mon, 02 Oct 2023 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-010/,Alerte,"['CVE-2023-42114', 'CVE-2023-42117', 'CVE-2023-42115', 'CVE-2023-42116', 'CVE-2023-42119', 'CVE-2023-42118']"
CERTFR-2023-ALE-011,[MàJ] Multiples vulnérabilités dans Cisco IOS XE (17 octobre 2023),\[Mise à jour du 02 novembre 2023\] La version 17.3.8a est disponible. \[Mise à jour du 31 octobre 2023\] Les détails techniques de la vulnérabilité CVE-2023-20198 sont désormais disponibles publiquement. Cette vulnérabilité était déjà massivement exploitée. Tous les équipements exposant...,"Tue, 17 Oct 2023 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-011/,Alerte,"['CVE-2023-20273', 'CVE-2023-20198']"
CERTFR-2023-ALE-012,[MàJ] Vulnérabilité dans Citrix NetScaler ADC et NetScaler Gateway (23 octobre 2023),"\[Mise à jour du 22 novembre 2023\] L'éditeur a publié un document \[3\] le 20 novembre 2023 listant les différents journaux à analyser ainsi que les éléments à rechercher pour identifier une activité pouvant être liée à une compromission. Par ailleurs, la CISA a publié un avis de sécurité le 21...","Mon, 23 Oct 2023 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-012/,Alerte,['CVE-2023-4966']
CERTFR-2023-ALE-013,Vulnérabilité dans Apache Struts 2 (13 décembre 2023),"Le 4 décembre 2023, Apache a publié un avis de sécurité concernant la vulnérabilité critique CVE-2023-50164 concernant le cadriciel Struts 2. Cette vulnérabilité permet à un attaquant non authentifié de téléverser une porte dérobée sur un serveur vulnérable, et ainsi exécuter du code arbitraire à...","Wed, 13 Dec 2023 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2023-ALE-013/,Alerte,['CVE-2023-50164']
CERTFR-2024-ALE-001,[MàJ] Multiples vulnérabilités dans Ivanti Connect Secure et Policy Secure Gateways (11 janvier 2024),"[Mise à jour du 4 mars 2024] Ivanti a publié le 29 février des recommandations de résolution pour les Ivanti Connect Secure ou Policy Secure en machine virtuelle [16]. [Mise à jour du 15 février 2024] l'éditeur a publié le 15 février des correctifs pour les versions suivantes, qui n'en...","Thu, 11 Jan 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-001/,Alerte,"['CVE-2024-22024', 'CVE-2023-46805', 'CVE-2024-21887', 'CVE-2024-21893', 'CVE-2024-21888']"
CERTFR-2024-ALE-002,[MàJ] Multiples Vulnérabilités dans GitLab (12 janvier 2024),"\[Mise à jour du 29 janvier 2024\] Le 25 janvier 2024, l'éditeur a publié un avis de sécurité concernant plusieurs vulnérabilités affectant GitLab CE et EE. La vulnérabilité CVE-2024-0402 est considérée critique avec un score CVSSv3 de 9,9. Elle permet à un attaquant authentifié d'écrire des...","Fri, 12 Jan 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-002/,Alerte,"['CVE-2023-7028', 'CVE-2024-0402']"
CERTFR-2024-ALE-003,[MàJ] Incident affectant les solutions AnyDesk (05 février 2024),\[Mise à jour du 27 février 2024\] Le 29 janvier 2024 l'ANSSI a été alertée par le BSI que l'éditeur AnyDesk Software GmbH a été victime d'une fuite de données. Le code source des applications développées par l'éditeur ainsi que des certificats et clés privées pourraient avoir été dérobés. De...,"Mon, 05 Feb 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-003/,Alerte,[]
CERTFR-2024-ALE-004,[MàJ] Vulnérabilité dans Fortinet FortiOS (09 février 2024),"\[Mise à jour du 19 mars 2024\] Le CERT-FR a connaissance de codes d'exploitation publics et de nouvelles tentatives d'exploitation. Le 8 février 2024, Fortinet a publié l'avis de sécurité concernant la vulnérabilité critique CVE-2024-21762 affectant le VPN SSL de FortiOS. Cette vulnérabilité...","Fri, 09 Feb 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-004/,Alerte,['CVE-2024-21762']
CERTFR-2024-ALE-005,[MàJ] Vulnérabilité dans Microsoft Outlook (15 février 2024),\[Mise à jour du 15 mars 2024\] Ajout de précision concernant les défi-réponses NTLM \[Mise à jour du 22 février 2024\] Ajout de recommandations et de précisions sur le fonctionnement de la vulnérabilité. La vulnérabilité CVE-2024-21413 permet à un attaquant de contourner les mesures de sécurité...,"Thu, 15 Feb 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-005/,Alerte,['CVE-2024-21413']
CERTFR-2024-ALE-006,[MàJ] Vulnérabilité dans Palo Alto Networks GlobalProtect (12 avril 2024),"\[Mise à jour du 10 mai 2024\] Le CERT-FR est intervenu pour le traitement d'une compromission par rançongiciel au sein d'une entité française. Dans le cadre de cette attaque, la vulnérabilité a été exploitée pour ensuite réaliser une latéralisation dans le système d'information de la victime et...","Fri, 12 Apr 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-006/,Alerte,['CVE-2024-3400']
CERTFR-2024-ALE-007,Multiples vulnérabilités dans les produits Cisco (25 avril 2024),"Le 24 avril 2024, Cisco a publié trois avis de sécurité concernant des vulnérabilités affectant les équipements de sécurité ASA et FTD. Deux d'entre eux concernent les vulnérabilités CVE-2024-20353 et CVE-2024-20359 qui sont activement exploitées dans le cadre d'attaques ciblées. La vulnérabilité...","Thu, 25 Apr 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-007/,Alerte,"['CVE-2024-20353', 'CVE-2024-20359']"
CERTFR-2024-ALE-008,[MàJ] Vulnérabilité dans les produits Check Point  (30 mai 2024),"[Mise à jour du 31 mai 2024] Des preuves de concept sont désormais disponibles publiquement sur Internet. De plus, l'éditeur indique avoir détecté des tentatives de compromission à partir du 7 avril 2024. **[Publication Initiale]** Une vulnérabilité a été découverte dans les produits Check Point....","Thu, 30 May 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-008/,Alerte,['CVE-2024-24919']
CERTFR-2024-ALE-009,Vulnérabilité dans OpenSSH (01 juillet 2024),"Le 1 juillet 2024, OpenSSH a publié un avis de sécurité concernant la vulnérabilité critique CVE-2024-6387. Cette vulnérabilité permet à un attaquant non authentifié d'exécuter du code arbitraire à distance avec les privilèges *root*. L'éditeur précise que les versions 8.5p1 à 9.7p1 sont...","Mon, 01 Jul 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-009/,Alerte,['CVE-2024-6387']
CERTFR-2024-ALE-010,Multiples vulnérabilités dans Roundcube (09 août 2024),"Le 4 août 2024, Roundcube a publié des correctifs concernant les vulnérabilités critiques CVE-2024-42008 et CVE-2024-42009 affectant son serveur de courriel. Ces vulnérabilités permettent des injections de code indirectes à distance (XSS) qui peuvent, par exemple, conduire à la récupération du...","Fri, 09 Aug 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-010/,Alerte,"['CVE-2024-42009', 'CVE-2024-42008', 'CVE-2024-42010']"
CERTFR-2024-ALE-011,Vulnérabilité dans SonicWall (10 septembre 2024),"Le 22 août 2024, Sonicwall a publié un correctif concernant la vulnérabilité critique CVE-2024-40766 affectant les pare-feux Sonicwall génération 5, 6 et 7. Cette vulnérabilité, de type contrôle d'accès défaillant, permet à un attaquant de provoquer un déni de service à distance, une atteinte à...","Tue, 10 Sep 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-011/,Alerte,['CVE-2024-40766']
CERTFR-2024-ALE-012,[MàJ] Vulnérabilités affectant OpenPrinting CUPS (27 septembre 2024),"**[Mise à jour du 10 octobre 2024]** Le 28 septembre 2024, Elastic Security Labs a publié des règles de détection au format propriétaire de l'éditeur (cf. section Documentation), qui sont confirmées par les analyses du CERT-FR pour la détection des attaques connues. **[Publication initiale]** De...","Fri, 27 Sep 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-012/,Alerte,"['CVE-2024-47176', 'CVE-2024-47076', 'CVE-2024-47177', 'CVE-2024-47175']"
CERTFR-2024-ALE-013,Exploitations de vulnérabilités dans Ivanti Cloud Services Appliance (CSA) (22 octobre 2024),"Ivanti a publié plusieurs avis de sécurité sur des vulnérabilités affectant CSA qui sont activement exploitées : * le 10 septembre 2024, Ivanti a publié un avis de sécurité concernant la vulnérabilité CVE-2024-8190 qui permet à un attaquant, authentifié en tant qu'administrateur, d'exécuter du...","Tue, 22 Oct 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-013/,Alerte,"['CVE-2024-9379', 'CVE-2024-8190', 'CVE-2024-8963', 'CVE-2024-9380', 'CVE-2024-9381']"
CERTFR-2024-ALE-014,[MàJ] Multiples vulnérabilités dans Fortinet FortiManager (23 octobre 2024),"**[Mise à jour du 14 janvier 2025]** **Publication des correctifs** Le 14 janvier 2025, Fortinet a publié un avis de sécurité relatif à la vulnérabilité CVE-2024-50566 qui correspond à la vulnérabilité de type jour-zéro pour laquelle une preuve de concept a été publiée en novembre 2024. Des...","Wed, 23 Oct 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-014/,Alerte,"['CVE-2024-50566', 'CVE-2024-47575']"
CERTFR-2024-ALE-015,[MàJ] Multiples vulnérabilités sur l'interface d'administration des équipements Palo Alto Networks (15 novembre 2024),"Le 8 novembre 2024, Palo Alto Networks a publié un avis de sécurité relatif à une vulnérabilité critique dans certains pare-feux Palo Alto Networks. Elle permet à un attaquant non authentifié d'exécuter du code arbitraire à distance sur l'interface d'administration des équipements. L'éditeur...","Fri, 15 Nov 2024 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2024-ALE-015/,Alerte,"['CVE-2024-0012', 'CVE-2024-9474']"
CERTFR-2025-ALE-001,[MàJ] Vulnérabilité dans les produits Ivanti (09 janvier 2025),"Une vulnérabilité jour-zéro de type débordement de pile a été découverte dans Ivanti Connect Secure (ICS), Policy Secure (IPS), Neurons for Zero Trust Access (ZTA) gateways. Cette vulnérabilité, d'identifiant CVE-2025-0282, permet à un attaquant non authentifié de provoquer une exécution de code...","Thu, 09 Jan 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-001/,Alerte,"['CVE-2025-0282', 'CVE-2025-0283']"
CERTFR-2025-ALE-002,[MàJ] Vulnérabilité dans les produits Fortinet (14 janvier 2025),"\[Mise à jour du 28 janvier 2025\] Une preuve de concept permettant l'exploitation de cette vulnérabilité est disponible publiquement. Le 14 janvier 2025, Fortinet a publié un avis de sécurité concernant la vulnérabilité critique CVE-2024-55591 affectant FortiOS et FortiProxy. Elle permet à un...","Tue, 14 Jan 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-002/,Alerte,['CVE-2024-55591']
CERTFR-2025-ALE-003,[MàJ] Vulnérabilité dans les produits Ivanti (03 avril 2025),**\[Mise à jour du 11 avril 2025\]** Le CERT-FR a connaissance d'une preuve de concept publique permettant de provoquer une exécution de code arbitraire à distance. **[Mise à jour du 04 avril 2025]** Le CERT-FR a connaissance d'une preuve de concept publique permettant de provoquer un arrêt du...,"Thu, 03 Apr 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-003/,Alerte,"['CVE-2025-0282', 'CVE-2025-22457']"
CERTFR-2025-ALE-004,Activités de post-exploitation dans Fortinet FortiGate (11 avril 2025),Fortinet a publié le 10 avril 2025 un billet de blogue [1] indiquant l'utilisation d'une technique de post-exploitation qui permet une atteinte à la confidentialité des données de l'ensemble du système des équipements Fortigate affectés. Cette technique repose sur l'utilisation d'un lien...,"Fri, 11 Apr 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-004/,Alerte,"['CVE-2024-21762', 'CVE-2022-42475', 'CVE-2023-27997']"
CERTFR-2025-ALE-005,Vulnérabilité dans SAP NetWeaver (28 avril 2025),"Le 24 avril 2025, SAP a publié un bulletin de sécurité relatif à la vulnérabilité CVE-2025-31324 qui permet l'exécution de code arbitraire à distance pour un utilisateur non authentifié. Cette vulnérabilité est provoquée par un contournement de la politique de sécurité qui permet de télécharger...","Mon, 28 Apr 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-005/,Alerte,['CVE-2025-31324']
CERTFR-2025-ALE-006,Vulnérabilité dans les produits Fortinet (13 mai 2025),"Le 13 mai 2025, Fortinet a publié un avis de sécurité concernant la vulnérabilité CVE-2025-32756. Celle-ci permet à un attaquant non authentifié d'exécuter du code arbitraire à distance. L'éditeur indique que cette vulnérabilité est activement exploitée. Les exploitations constatées jusqu'ici...","Tue, 13 May 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-006/,Alerte,['CVE-2025-32756']
CERTFR-2025-ALE-007,Multiples vulnérabilités dans Ivanti Endpoint Manager Mobile (EPMM) (14 mai 2025),"[Mise à jour du 15 mai 2025] Une preuve de concept est publiquement disponible sur Internet. [Publication initiale] Le 13 mai 2025, Ivanti a publié deux avis de sécurité concernant les vulnérabilités CVE-2025-4427 et CVE-2025-4428. L'utilisation combinée de ces deux vulnérabilités permet...","Wed, 14 May 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-007/,Alerte,"['CVE-2025-4427', 'CVE-2025-4428']"
CERTFR-2025-ALE-008,[MàJ] Vulnérabilité dans Roundcube (05 juin 2025),"[Mise à jour du 06 juin 2025] Une preuve de concept est publiquement disponible. [Publication initiale] Le 01 juin 2025, Roundcube a publié des correctifs concernant une vulnérabilité critique affectant son portail de messagerie ainsi que tous les produits l'incluant (par exemple cPanel et...","Thu, 05 Jun 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-008/,Alerte,['CVE-2025-49113']
CERTFR-2025-ALE-009,Multiples vulnérabilités dans Citrix NetScaler ADC et NetScaler Gateway (01 juillet 2025),"**[Mise à jour du 17 juillet 2025]** L'éditeur a publié un lien contenant une méthode d'évaluation permettant d'identifier des tentatives d'exploitation dans les journaux applicatifs et systèmes [12]. **[Mise à jour du 7 juillet 2025]** Le 17 juin 2025, Citrix a publié un bulletin de sécurité...","Tue, 01 Jul 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-009/,Alerte,"['CVE-2025-6543', 'CVE-2025-5777']"
CERTFR-2025-ALE-010,[MàJ] Multiples vulnérabilités dans Microsoft SharePoint (21 juillet 2025),"**[Mise à jour du 23 juillet 2025]** Le 20 juillet 2025, Microsoft a publié des correctifs pour une vulnérabilité de type limitation insuffisante d'un chemin d'accès à un répertoire restreint, aussi appelé *path traversal*, affectant SharePoint Enterprise Server 2016, SharePoint Server 2019 et...","Mon, 21 Jul 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-010/,Alerte,"['CVE-2025-53771', 'CVE-2025-53770']"
CERTFR-2025-ALE-011,Incidents de sécurité dans les pare-feux SonicWall (05 août 2025),"[Mise à jour du 7 août 2025] Le 6 août 2025, SonicWall a remplacé une partie de son communiqué initial pour indiquer que les incidents de sécurité évoqués étaient vraisemblablement corrélés à la vulnérabilité CVE-2024-40766. Celle-ci a fait l'objet d'un bulletin de sécurité, SNWLID-2024-0015 (cf....","Tue, 05 Aug 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-011/,Alerte,['CVE-2024-40766']
CERTFR-2025-ALE-012,Vulnérabilité dans Citrix NetScaler ADC et NetScaler Gateway (26 août 2025),"Le 26 août 2025, Citrix a publié un bulletin de sécurité (cf. section Documentation) concernant, entre autres, la vulnérabilité CVE-2025-7775. Celle-ci permet une exécution de code arbitraire à distance et affecte toutes les versions de Citrix NetScaler ADC et NetScaler Gateway, dans certaines...","Tue, 26 Aug 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-012/,Alerte,['CVE-2025-7775']
CERTFR-2025-ALE-013,[MàJ] Multiples vulnérabilités dans Cisco ASA et FTD (25 septembre 2025),"**[Mise à jour du 07 novembre 2025]** Le 5 novembre 2025, Cisco a mis a jour son billet de blogue initialement publié le 25 septembre 2025 (cf. section Documentation). L'éditeur déclare avoir connaissance d'une nouvelle attaque, affectant les équipements ASA et FTD vulnérables, qui cause un déni...","Thu, 25 Sep 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-013/,Alerte,"['CVE-2025-20362', 'CVE-2025-20333']"
CERTFR-2025-ALE-014,[MàJ] Vulnérabilité dans React Server Components (05 décembre 2025),**[Mise à jour du 11 décembre 2025]** Le CERT-FR a connaissance de multiples exploitations de la vulnérabilité CVE-2025-55182. Les serveurs avec une version vulnérable exposés après la publication des preuves de concept publiques du 5 décembre 2025 doivent être considérés comme compromis....,"Fri, 05 Dec 2025 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2025-ALE-014/,Alerte,"['CVE-2025-55182', 'CVE-2025-66478']"
CERTFR-2026-ALE-001,[MàJ] Multiples vulnérabilités dans Ivanti Endpoint Manager Mobile (30 janvier 2026),"[Mise à jour du 09 février 2026] Le 6 février 2026, Ivanti a mis à disposition des scripts RPM de détection d'indicateurs de compromission, à utiliser en fonction de la version d'EPMM installée. L'éditeur a également mis son guide d'analyse à jour (cf. section Documentation). [Mise à jour du 02...","Fri, 30 Jan 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2026-ALE-001/,Alerte,"['CVE-2026-1281', 'CVE-2026-1340']"
CERTFR-2026-ALE-002,[MàJ] Vulnérabilité dans Cisco Catalyst SD-WAN (25 février 2026),Une vulnérabilité a été découverte dans Cisco Catalyst SD-WAN. Elle permet à un attaquant de provoquer un contournement de la politique de sécurité. Cisco indique que la vulnérabilité CVE-2026-20127 est activement exploitée.,"Wed, 25 Feb 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2026-ALE-002/,Alerte,"['CVE-2026-20127', 'CVE-2022-20775']"
CERTFR-2026-ALE-003,Note d’alerte – Ciblage des messageries instantanées (20 mars 2026),"Les travaux conjoints des services membres du **Centre de Coordination des Crises Cyber (C4)** ont permis d’identifier une recrudescence de campagnes d’attaques ciblant les comptes de messagerie instantanées. Ces campagnes ciblent particulièrement les secteurs régaliens (personnalités politiques,...","Fri, 20 Mar 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2026-ALE-003/,Alerte,[]
CERTFR-2026-ALE-004,Vulnérabilité dans F5 BIG-IP Access Policy Manager (31 mars 2026),"Le 15 octobre 2025, F5 a publié un avis de sécurité concernant entre autres la vulnérabilité CVE-2025-53521. Celle-ci affecte BIG-IP APM et permet à un attaquant non authentifié d'exécuter du code à distance. Le 29 mars 2026, l'éditeur indique que cette vulnérabilité est exploitée activement. Le...","Tue, 31 Mar 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2026-ALE-004/,Alerte,['CVE-2025-53521']
CERTFR-2026-ALE-005,[Màj] Vulnérabilité dans Microsoft Exchange Server (15 mai 2026),"[Mise à jour du 11 juin 2026] Le 9 juin 2026, Microsoft a publié des versions correctives. [Publication initiale] Le 14 mai 2026, Microsoft a publié un avis de sécurité concernant la vulnérabilité CVE-2026-42897 affectant Exchange Server. Elle permet à un attaquant non authentifié de provoquer...","Fri, 15 May 2026 00:00:00 +0000",https://www.cert.ssi.gouv.fr/alerte/CERTFR-2026-ALE-005/,Alerte,['CVE-2026-42897']
